obec,kraj,odberatelu,mist,lokalit,vykon,teplo_mnozstvi,teplo_cena,uhli,pod_uhli,plyn,pod_plyn,biomasa,pod_biomasa,olej,pod_olej,ostatni,pod_ostatni
Abertamy,K,2,1,1,0.81,1764.0,570.27,0.0,0.0,1764.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Adamov,B,41,32,4,11.753,51352.0,400.72131406761173,0.0,0.0,51352.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Andělská Hora,T,1,1,1,0.192,917.0,558.9,0.0,0.0,917.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Arnoltice,M,3,2,1,0.18,1062.0,402.55,1062.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aš,K,61,84,2,16.069,48500.0,565.4846416494846,0.0,0.0,47812.081600000005,0.9858161154639177,329.02799999999996,0.006784082474226803,358.8904,0.00739980206185567,0.0,0.0
Babice,Z,2,2,2,1.36,6224.0,305.6315327763496,0.0,0.0,6224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Batelov,J,2,2,2,0.252,714.0,505.41375350140055,0.0,0.0,714.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bechyně,C,38,58,1,7.3,30596.0,555.84,0.0,0.0,125.44359999999999,0.0040999999999999995,30470.5564,0.9959,0.0,0.0,0.0,0.0
Benešov,S,58,160,5,68.93299999999999,109257.0,574.0741839882113,0.0,0.0,106371.8771,0.9735932443687818,0.0,0.0,0.0,0.0,2885.1229000000003,0.02640675563121814
Benešov nad Ploučnicí,U,14,18,2,3.657,15424.0,607.2268516597511,0.0,0.0,15424.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Benátky nad Jizerou,S,13,29,2,9.301,22476.0,704.7823051254671,0.0,0.0,22476.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Beroun,S,193,199,6,40.351,139616.0,678.8101611563144,0.0,0.0,139616.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bezdružice,P,7,9,2,2.07,5331.0,519.6770211967736,0.0,0.0,5331.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bečov,U,7,24,2,8.34,31704.0,395.49963916225084,0.0,0.0,31704.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Blansko,B,138,158,36,30.971999999999994,102394.0,525.0095712639412,0.0,0.0,102394.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Blatná,C,11,51,3,9.634,38399.0,413.9808586161098,0.0,0.0,38399.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bludov,M,2,2,1,0.18,602.0,494.66651162790697,0.0,0.0,602.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bochov,K,11,17,1,1.88,8825.0,546.3171138810198,0.0,0.0,8337.86,0.9448000000000001,0.0,0.0,487.13999999999993,0.05519999999999999,0.0,0.0
Bohumín,T,39,282,5,42.628,342704.0,530.1997972302629,304241.7075,0.8877681833302209,18762.0445,0.054747083488958403,10253.4276,0.029919194406835055,107.2216,0.00031286941500536906,9320.3616,0.027196535785984407
Bohušovice nad Ohří,U,9,9,9,0.97,4773.0,561.0472051120888,0.0,0.0,4773.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bojkovice,Z,1,1,1,1.274,10870.0,210.39,0.0,0.0,10870.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bolatice,T,1,4,1,0.732,1981.0,665.6,0.0,0.0,1981.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Boletice u Českého Krumlova,C,1,3,1,0.204,495.0,764.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,1.0
Bor,P,28,25,1,5.4,17203.0,586.5,0.0,0.0,17203.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bor u Tachova,P,1,14,1,1.959,4107.0,559.81,0.0,0.0,4107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Borohrádek,H,7,11,2,1.6039999999999999,2977.0,530.4950083977159,933.8912000000001,0.31370211622438704,2043.1088,0.6862978837756131,0.0,0.0,0.0,0.0,0.0,0.0
Borovany,C,58,34,7,4.3,16074.0,524.1443175314172,0.0,0.0,16074.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Boskovice,B,40,59,8,15.038,27546.0,719.0397161112321,0.0,0.0,27546.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bouzov,M,195,129,2,0.65,27689.0,371.4249972913431,0.0,0.0,0.0,0.0,27689.0,1.0,0.0,0.0,0.0,0.0
Bořetice,B,1,9,1,0.696,3398.0,211.59999999999997,0.0,0.0,0.0,0.0,3199.5568,0.9416,198.4432,0.0584,0.0,0.0
Brandýs nad Labem,S,55,83,11,16.283,50064.0,532.2897884707576,0.0,0.0,50064.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandýs nad Orlicí,E,3,6,1,1.182,2759.0,588.37,0.0,0.0,2759.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandýsek,S,1,6,1,0.551,2532.0,386.06,0.0,0.0,2532.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bratronice,S,5,5,1,0.345,502.0,491.49,0.0,0.0,502.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Braňany,U,10,39,1,4.54,15316.0,675.7713920083572,15316.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brno,B,2382,4442,140,1274.0069999999982,4949683.0,515.5068925787773,0.0,0.0,3034162.6356000006,0.6130014054637439,47831.245900000016,0.009663496813836363,0.0,0.0,1868064.4674,0.3774109306393965
Brnířov,P,1,2,1,0.17600000000000002,652.0,673.47,652.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brněnec,E,2,5,1,0.545,633.0,670.0,0.0,0.0,0.0,0.0,633.0,1.0,0.0,0.0,0.0,0.0
Brodek,M,6,12,1,1.609,4060.0,422.95,0.0,0.0,4060.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Broumov,H,29,48,2,10.352,29274.0,500.24225490196085,0.0,0.0,29274.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Broumy,S,1,1,1,0.295,635.0,760.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,1.0
Brtnice,J,7,12,2,2.367,11056.0,482.9250443198263,0.0,0.0,11056.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brumov,Z,15,20,1,4.445,14020.0,672.75,0.0,0.0,5150.948,0.3674,8869.052,0.6325999999999999,0.0,0.0,0.0,0.0
Bruntál,T,133,215,4,53.759,318745.0,411.67629358891907,130954.51200000002,0.4108441293196757,187790.488,0.5891558706803245,0.0,0.0,0.0,0.0,0.0,0.0
Budišov nad Budišovkou,T,19,33,1,3.4419999999999997,10406.0,619.26,0.0,0.0,10406.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Budyně nad Ohří,U,1,2,1,0.21899999999999997,885.0,606.69,0.0,0.0,885.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Budíškovice,C,7,7,1,0.637,1728.0,123.34000000000002,0.0,0.0,0.0,0.0,1728.0,1.0,0.0,0.0,0.0,0.0
Buk,C,1,1,1,0.025,54.0,505.79,0.0,0.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bukovany,K,22,28,1,0.0,21268.0,584.2,21229.717599999996,0.9981999999999999,38.282399999999996,0.0017999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
Bučovice,B,6,25,1,3.042,11431.0,548.4282276266293,0.0,0.0,11431.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Buštěhrad,S,1,1,1,0.24,644.0,408.29,0.0,0.0,644.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bystřice,S,14,29,2,3.685,11219.0,522.0152803280149,6089.0,0.5427399946519298,5130.0,0.45726000534807026,0.0,0.0,0.0,0.0,0.0,0.0
Bystřice nad Pernštejnem,J,14,75,2,17.883000000000003,86988.0,395.14620062537364,0.0,0.0,47088.576,0.5413226651951993,39899.424000000006,0.4586773348048007,0.0,0.0,0.0,0.0
Bystřice pod Hostýnem,Z,31,51,8,18.202,70834.0,501.6679594544993,39171.301699999996,0.5530014075161646,25309.0,0.3573001665866674,6353.6983,0.08969842589716803,0.0,0.0,0.0,0.0
Byšice,S,3,3,1,0.495,1314.0,558.07,0.0,0.0,1314.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bzenec,B,1,1,1,0.78,3120.0,458.0,0.0,0.0,3120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bílina,U,10,27,1,0.0,48349.0,488.68,48155.60399999999,0.9959999999999999,72.5235,0.0015,106.3678,0.0022,14.5047,0.0003,0.0,0.0
Bílovec,T,19,47,17,5.944999999999999,24086.0,452.13876235157346,0.0,0.0,24086.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bělá nad Radbuzou,P,2,5,1,1.98,8193.0,768.2085536433541,661.9944,0.08080000000000001,7531.0056,0.9192,0.0,0.0,0.0,0.0,0.0,0.0
Břasy,P,10,8,1,1.4469999999999998,2961.0,643.455349544073,0.0,0.0,2961.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Břeclav,B,110,124,17,54.57099999999999,240648.0,562.0398019513979,0.0,0.0,240648.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Březnice,S,31,31,8,5.386,25099.0,556.5783003306905,0.0,0.0,23779.8256,0.9474411570182079,1319.1744,0.05255884298179211,0.0,0.0,0.0,0.0
Březno u Chomutova,U,1,17,1,0.94,5237.0,786.1023143020813,0.0,0.0,5237.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Březová u Sokolova,K,43,55,1,0.0,27645.0,597.7458563935612,27595.238999999998,0.9981999999999999,49.760999999999996,0.0018,0.0,0.0,0.0,0.0,0.0,0.0
Břidličná,T,23,82,3,7.614999999999999,27975.0,595.2393422698838,11441.0865,0.4089753887399464,16533.9135,0.5910246112600536,0.0,0.0,0.0,0.0,0.0,0.0
Chabařovice,U,6,10,6,1.2320000000000002,5443.0,419.7970622818299,0.0,0.0,5443.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chbany,U,7,23,1,0.818,5897.0,590.03,4522.999,0.767,0.0,0.0,1374.001,0.23299999999999998,0.0,0.0,0.0,0.0
Cheb,K,281,392,3,80.715,243855.0,561.6324586332041,2807.0096,0.011510978245268704,237821.76040000003,0.9752589054971194,2675.1333,0.010970180230054746,506.1063,0.00207543950298333,44.9904,0.00018449652457402964
Chelčice,C,3,4,1,8.4,36704.0,698.52,0.0,0.0,0.0,0.0,36704.0,1.0,0.0,0.0,0.0,0.0
Chlum u Třeboně,C,16,19,1,5.86,5713.0,705.43,0.0,0.0,5713.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chlumec,U,37,39,25,10.815,23200.0,510.0908935344828,0.0,0.0,23200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chlumčany,P,13,15,2,7.341000000000001,42565.0,162.63378245037003,0.0,0.0,42565.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chodov,K,171,194,2,0.0,1507898.0,303.9794928635757,953896.2747999999,0.6325999999999999,9650.5472,0.0064,0.0,0.0,0.0,0.0,544351.178,0.361
Chodová Planá,P,1,1,1,0.046,83.0,1078.3,0.0,0.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chomutov,U,397,606,5,84.3,847734.0,475.6363748888212,844054.2495,0.9956593099958242,2537.2039999999997,0.002992924667407465,999.7543,0.0011793254723769483,142.79219999999998,0.00016843986439142464,0.0,0.0
Chomutov Jirkov Klášterec nad Ohří,U,194,624,1,0.15,950961.0,422.0261272754613,947157.156,0.996,1426.4415,0.0014999999999999998,2092.1142,0.0022,285.2883,0.0003,0.0,0.0
Chotěboř,J,43,74,4,13.6,52245.0,476.6761106325964,0.0,0.0,52088.434499999996,0.9970032443296009,0.0,0.0,16.8609,0.0003227275337352857,139.7046,0.0026740281366637955
Chrastava,L,11,41,3,5.548,25460.0,471.58804713275725,0.0,0.0,25460.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chropyně,Z,40,63,1,11.26,35666.0,440.45,0.0,0.0,35666.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chrudim,E,22,21,3,4.092,20789.0,467.10485737649725,5745.5217,0.27637316369233733,15040.660800000001,0.7234913079032181,0.0,0.0,4.4939,0.00021616720380970706,0.0,0.0
Chrášťany,S,5,7,2,0.7939999999999999,1455.0,465.57338144329896,0.0,0.0,0.0,0.0,1032.96,0.7099381443298969,422.04,0.2900618556701031,0.0,0.0
Chuderov,U,2,2,2,0.099,288.0,463.9933333333334,0.0,0.0,288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chvaletice,E,28,32,1,2055.8,44261.0,205.19278235918756,44194.608499999995,0.9984999999999998,4.4261,0.0001,0.0,0.0,66.3915,0.0014999999999999998,0.0,0.0
Chvaletice Trnávka,E,31,68,1,0.0,24293.0,550.5767360968181,24256.5605,0.9984999999999999,2.4293,0.0001,0.0,0.0,36.439499999999995,0.0014999999999999998,0.0,0.0
Chvatěruby,S,200,200,1,0.0,5461.0,574.8,0.0,0.0,4208.2466,0.7706000000000001,0.0,0.0,2.7305,0.0005,1250.0229000000002,0.22890000000000002
Chýnov,C,3,3,1,0.605,5011.0,80.0,0.0,0.0,0.0,0.0,5011.0,1.0,0.0,0.0,0.0,0.0
Chříč,P,1,1,1,0.5660000000000001,2826.0,431.25,0.0,0.0,0.0,0.0,2826.0,1.0,0.0,0.0,0.0,0.0
Citice,K,3,3,1,0.0,3826.0,584.16,3819.1131999999993,0.9981999999999999,6.886799999999999,0.0017999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
Cizkrajov,C,1,1,1,0.725,7937.0,299.0,0.0,0.0,0.0,0.0,7937.0,1.0,0.0,0.0,0.0,0.0
Cvikov,L,21,12,2,3.107,11526.0,497.8718289085547,0.0,0.0,11526.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dačice,C,25,34,2,6.022,23937.0,447.1185127626687,0.0,0.0,23842.936,0.9960703513389314,0.0,0.0,0.0,0.0,94.064,0.003929648661068638
Desná,L,17,37,2,12.093,27722.0,560.0719724406608,0.0,0.0,27722.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dešná čp,C,95,79,1,2.7,3916.0,300.0,0.0,0.0,0.0,0.0,3916.0,1.0,0.0,0.0,0.0,0.0
Dlouhá Loučka,M,1,1,1,0.5670000000000001,2988.0,224.24,0.0,0.0,0.0,0.0,2988.0,1.0,0.0,0.0,0.0,0.0
Dlouhá Ves,P,6,6,1,0.34,1245.0,515.45,1245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dobruška,H,95,95,1,15.0,56653.0,562.04,0.0,0.0,16554.0066,0.2922,40098.9934,0.7078,0.0,0.0,0.0,0.0
Dobřany,P,21,33,1,8.369,26516.0,667.0051825313019,0.0,0.0,26516.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dobřichovice,S,5,5,1,0.35,3215.0,697.67,0.0,0.0,3215.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dobříš,S,75,79,5,16.473,44567.0,559.2268712275899,0.0,0.0,44567.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Doksy,L,19,26,2,3.5,9901.0,622.8273608726391,0.0,0.0,9750.0,0.9847490152509848,0.0,0.0,151.0,0.015250984749015251,0.0,0.0
Dolní Benešov,T,1,3,1,0.64,1809.0,644.14,0.0,0.0,1809.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolní Beřkovice,S,6,9,1,0.0,2385.0,619.2758238993711,2376.1755,0.9963,0.0,0.0,0.0,0.0,8.586,0.0036000000000000003,0.0,0.0
Dolní Břežany,S,2,9,1,1.545,4756.0,446.36,0.0,0.0,4756.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolní Cerekev,J,2,3,2,0.35,1422.0,471.82405063291145,0.0,0.0,1422.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolní Dobrouč ev.č,E,1,1,1,0.696,1474.0,80.5,0.0,0.0,0.0,0.0,1415.04,0.96,58.96,0.04,0.0,0.0
Dolní Dvůr,H,1,1,1,0.04,95.0,825.58,0.0,0.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0
Dolní Kounice,B,4,7,4,0.754,1564.0,449.99833759590786,0.0,0.0,1564.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolní Lutyně,T,1,5,1,0.3,1418.0,653.15,0.0,0.0,1418.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolní Moravice,T,1,1,1,0.135,624.0,402.35,0.0,0.0,624.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolní Rožínka,J,8,12,1,4.342,4336.0,643.93,0.0,0.0,4336.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolní Rychnov,K,5,8,1,0.0,1680.0,629.86,1676.9759999999997,0.9981999999999998,3.0239999999999996,0.0017999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
Dolní Žandov,K,8,6,5,0.836,3571.0,535.3577289274713,0.0,0.0,3571.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Domažlice,P,58,95,3,23.656999999999996,67363.0,538.8409212772591,0.0,0.0,67363.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Drnovice u Lysic,B,3,3,3,0.161,427.0,421.0895784543325,0.0,0.0,427.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Družec,S,1,2,1,0.16399999999999998,565.0,394.32,0.0,0.0,565.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dubá,L,3,3,1,0.45,1345.0,582.41,0.0,0.0,1345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dubí,U,11,36,2,7.368,19358.0,535.2943279264387,0.0,0.0,19358.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Duchcov,U,26,71,4,10.418000000000001,57719.0,418.0605774528318,0.0,0.0,57719.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dukovany,J,186,216,2,5776.85,49522.0,258.2069235895158,0.0,0.0,5.9014999999999995,0.00011916925810750776,5359.0985,0.10821651993053592,0.0,0.0,44157.0,0.8916643108113566
Dvorce u Bruntálu,T,5,16,1,2.45,7948.0,458.00791394061406,7948.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dvůr Králové nad Labem,H,166,326,2,69.46,175635.0,483.0384498533891,155069.46,0.8829075070458621,20450.879999999997,0.11643966179861644,0.0,0.0,114.66000000000003,0.0006528311555213939,0.0,0.0
Dýšina,P,1,1,1,0.2,491.0,1026.28,0.0,0.0,491.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dětenice,H,1,1,1,1.16,5783.0,121.0,0.0,0.0,0.0,0.0,5783.0,1.0,0.0,0.0,0.0,0.0
Dětmarovice,T,21,66,1,2073.74,534063.0,230.4768512141826,526799.7432,0.9864,6836.0064,0.0128,0.0,0.0,427.2504,0.0008,0.0,0.0
Děčín,U,232,371,12,92.25800000000002,296760.0,574.6931085388866,0.0,0.0,265434.816,0.8944427011726648,31325.184000000005,0.10555729882733524,0.0,0.0,0.0,0.0
Dříteň,C,178,198,1,2.0,8502.0,450.02,0.0,0.0,0.0,0.0,8502.0,1.0,0.0,0.0,0.0,0.0
Františkovy Lázně,K,43,86,2,32.75,128899.0,544.9909355386775,115970.485,0.8997004243632611,12928.515,0.10029957563673884,0.0,0.0,0.0,0.0,0.0,0.0
Frenštát pod Radhoštěm,T,27,69,1,15.234000000000002,52474.0,586.6260936844914,0.0,0.0,52474.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Frymburk,C,1,2,1,0.47600000000000003,3201.0,242.74,0.0,0.0,3201.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Fryšták,Z,1,1,1,0.37200000000000005,967.0,406.25,0.0,0.0,967.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Frýdek,T,830,1162,7,161.064,1110792.0,507.0172535182104,652606.3385,0.5875144387968224,9863.329,0.008879546305698996,443215.7433,0.39900876428710325,0.0,0.0,5092.0,0.004584116558275537
Frýdlant,L,29,44,3,14.677,53586.0,432.73261747471355,0.0,0.0,53503.0292,0.9984516328891874,0.0,0.0,82.9708,0.0015483671108125255,0.0,0.0
Frýdlant nad Ostravicí,T,86,147,6,28.326999999999998,64183.0,616.8507978748268,48117.232800000005,0.7496881230232305,16065.7672,0.25031187697676954,0.0,0.0,0.0,0.0,0.0,0.0
Fulnek,T,21,21,14,2.583,8848.0,494.1326028481012,0.0,0.0,8848.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Habartov,K,61,76,1,0.0,47978.0,664.36,47891.6396,0.9982000000000001,86.36039999999998,0.0017999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
Hanušovice,M,29,40,4,7.241999999999999,17150.0,556.086313702624,0.0,0.0,17150.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hartmanice,P,90,79,1,5.153,12559.0,511.75,0.0,0.0,0.0,0.0,12559.0,1.0,0.0,0.0,0.0,0.0
Havlíčkův Brod,J,153,207,73,35.758,121409.0,414.09312909257136,0.0,0.0,120913.0,0.9959146356530405,0.0,0.0,496.0,0.004085364346959451,0.0,0.0
Havířov,T,186,936,2,2.362,627223.0,599.6131710412404,574199.0784,0.9154624087445773,4485.9303,0.00715205006831701,4608.8325,0.007347996645531175,0.0,0.0,43990.609899999996,0.0701355178301816
Havířov DIN,T,1,30,1,3.1,9801.0,548.1943720028568,0.0,0.0,9801.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hazlov,K,6,6,2,0.8979999999999999,3425.0,557.169398540146,0.0,0.0,3425.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Haňovice,M,2,11,1,0.9279999999999999,739.0,277.92,0.0,0.0,0.0,0.0,699.2418000000001,0.9462000000000002,39.758199999999995,0.053799999999999994,0.0,0.0
Hejnice,L,24,27,4,4.6,34563.0,512.3511894222145,0.0,0.0,34563.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Herálec,J,2,3,1,0.494,7262.0,55.79,0.0,0.0,0.0,0.0,7262.0,1.0,0.0,0.0,0.0,0.0
Heřmanova Huť,P,6,7,3,1.0459999999999998,3351.0,579.043270665473,0.0,0.0,3351.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Heřmanův Městec,E,8,18,1,3.0789999999999997,11398.0,492.46751008948934,0.0,0.0,11398.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Heřmánkovice,H,1,1,1,0.46399999999999997,1310.0,181.5,0.0,0.0,0.0,0.0,1310.0,1.0,0.0,0.0,0.0,0.0
Hlinsko,E,35,51,2,9.697999999999999,33108.0,539.5600655430711,0.0,0.0,956.0648,0.028877153558052433,32151.9352,0.9711228464419476,0.0,0.0,0.0,0.0
Hluboká nad Vltavou,C,9,16,1,3.46,9468.0,677.524505703422,0.0,0.0,9468.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hlubočky,M,12,25,2,20.28,14854.0,597.2613706745657,0.0,0.0,14854.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hluk,Z,10,11,10,1.424,4080.0,427.14517156862746,0.0,0.0,4080.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
